,X,ID,term,source,source_type,retrieval_date,hyperlink,definition,def_clean,def_ID
1019,1175,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,It is the data about digital data.Learn more in: Metadata Diversity in the Cultural Heritage Repositories,data digital data,Metadata_41
1020,1176,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata are data about data. An item of metadata may describe an individual datum, or content item, or a collection of data including multiple content itemsLearn more in: GIS Grids and the Business Use of GIS Data",metadata data data item metadata may describe individual datum content item collection data including multiple content items,Metadata_42
1021,1177,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"It is the method of representing data by categorizing data based on location, type and time at which data is sensed. It is data of data.Learn more in: Data Management in Internet of Things",method representing data categorizing data based location type time data sensed data data,Metadata_43
1022,1178,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"a??A set of data that describes and gives information about other dataa?? (Oxford English Dictionary). In the context of a database of trajectories, this may provide the name of the trajectory, the molecules included in the simulation system, related scientific publications, and the provenance (ontogeny) of the trajectory. For the last item, it may include the original molecular dynamics parameters with which the trajectory was generated.Learn more in: BioSimGrid Biomolecular Simulation Database",set data describes gives information data oxford english dictionary context database trajectories may provide name trajectory molecules included simulation system related scientific publications provenance ontogeny trajectory last item may include original molecular dynamics parameters trajectory generated,Metadata_44
1023,1179,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,A set of data that describes and gives information about other data.Learn more in: A Personalized Approach for Web Service Discovery in Distributed Environments,set data describes gives information data,Metadata_45
1024,1180,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata can be described as the a??information we create, store, and share to describe things, allows us to interact with these things to obtain the knowledge we needa?? ( Riley, 2017 , p. 1).Learn more in: Management and Use of Metadata as a Legal Information Retrieval Tool: Nigerian Legal Practices",metadata can described information create store share describe things allows us interact things obtain knowl need riley p,Metadata_46
1025,1181,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,A set of data that describes and gives information about other data.Learn more in: Research Information Management Systems: A Comparative Study,set data describes gives information data,Metadata_47
1026,1182,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,Data used to describe a learning object in ways that a computer or computer system can read and work with.Learn more in: A European Evaluation of the Promises of LOs,data used describe learning object ways computer computer system can read work,Metadata_48
1027,1183,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"A set of data that describes and gives information about other data, by helping to organize, find, and understand such data.Learn more in: Google Trends Metadata as a Revenue Indicator for Digital Marketing Activities in Spanish Businesses",set data describes gives information data helping organize find understand data,Metadata_49
1028,1184,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"A data format that may contain numerous information, including information obtained indirectly from the image, as well as information related to the actual description of the image content. At the highest level, images are often accompanied and associated by metadata.Learn more in: Advanced Techniques for Object-Based Image Retrieval",data format may contain numerous information including information obtained indirectly image well information related actual description image content highest level images often accompanied associated metadata,Metadata_50
1029,1185,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is structured information that describes and allows us to find, manage, control and understand other information.Learn more in: Enhancing the Efficiency of ICT by Spatial Data Interoperability",metadata structured information describes allows us find manage control understand information,Metadata_51
1030,1186,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data about data, in practice the set of properties characterizing data in a given domain.Learn more in: Semantic Transformation and Use of Cultural Data: Record Once and Publish Many",data data practice set properties characterizing data given domain,Metadata_52
1031,1187,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data that describes the information element, e.g., to note any assumptions made and to put a value on the degree of estimation.Learn more in: Strategic Planning Needs the Right Information",data describes information element note assumptions made put value degree estimation,Metadata_53
1032,1188,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,It is a data that describes other data.Learn more in: Smart MM: Smart Movie Management System,data describes data,Metadata_54
1033,1189,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is information that describes the characteristics of an asset. This information may be in the form of structured metadata like title, description, and author; or unstructured metadata like implementation instructions or test cases.Learn more in: Governance and the Open Source Repository",metadata information describes characteristics asset information may form structured metadata like title description author unstructured metadata like implementation instructions test cases,Metadata_55
1034,1190,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is the value-added information of data, for example, describing a content of picture, video, or document.Learn more in: Context-Aware Capture and Sharing of Mobile Videos",metadata value added information data example describing content picture video document,Metadata_56
1035,1191,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data that is used to describe another set of data in a collection to facilitate cataloguing, search, and discovery of the data in that collection. For example, metadata can be used to describe the books in a library or the learning objects in a repository.Learn more in: The Potential of IMS Learning Design in E-Learning",data used describe another set data collection facilitate cataloguing search discovery data collection example metadata can used describe books library learning objects repository,Metadata_57
1036,1192,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,Metadata are structured data that describe the characteristics of a particular resource.Learn more in: Critical Success Factors in the Development of Folksonomy-Based Knowledge Management Tools,metadata structured data describe characteristics particular resource,Metadata_58
1037,1193,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Means data about data, a library catalog is metadata because it describes publications.Learn more in: Institutional Repository",means data data library catalog metadata describes publications,Metadata_59
1038,1194,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Characterization/description or information about data. It is commonly used to describe, manage, and localize some data in a data store.Learn more in: Social Networks Applied to E-Gov: An Architecture for Semantic Services",characterization description information data commonly used describe manage localize data data store,Metadata_60
1039,1195,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Structured, encoded data that describe characteristics of information-bearing entities to aid in the identification, discovery, assessment, and management of the described entities.Learn more in: Knowledge Transfer in G2G Endeavors",structured encoded data describe characteristics information bearing entities aid identification discovery assessment management described entities,Metadata_61
1040,1196,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"It is data about data. For example, a data that provides explicit information about other data under consideration.Learn more in: A Critical Analysis on Obtaining and Using Data and Information for Pandemic Management",data data example data provides explicit information data consideration,Metadata_62
1041,1197,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"is data about data, and Web metadata a??is machine-understandable description of things on (and about) the Weba??18.Learn more in: A Web Metadata Based-Model for Information Quality Prediction",data data web metadata machine understandable description things web,Metadata_63
1042,1198,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,a??Data about dataa??Learn more in: Leveraging User-Specified Metadata to Personalize Image Search,data data,Metadata_64
1043,1199,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data that is used to describe some other resource, including other data. No data is always metadata, but all data may be used as metadata under particular circumstances or context.Learn more in: Theory and Management of Data Semantics",data used describe resource including data data always metadata data may used metadata particular circumstances context,Metadata_65
1044,1200,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Structured data that describes resources. This data explains, locates or makes it easy to recover, use and manage the described resources.Learn more in: Promoting Social and Solidarity Economy through Big Data",structured data describes resources data explains locates makes easy recover use manage described resources,Metadata_66
1045,1201,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"They are a??data about other data;a?? they are data segments that describe structural, behavioural, or functional aspects of other data segments. Multimedia are a representation of the administrative, descriptive, preservation, usage, and technical characteristics associated with multimedia objects; they can be extracted manually or automatically from multimedia documents.Learn more in: Ontology and Multimedia",data data data segments describe structural behavioural functional aspects data segments multimedia representation administrative descriptive preservation usage technical characteristics associated multimedia objects can extracted manually automatically multimedia documents,Metadata_67
1046,1202,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is data about data and it describes how and when and by whom a particular set of data was collected, and how the data is formatted. Metadata is represented as information about information to indicate the properties of a specific item and is an essential component of any information system. It enables context to data content and to understand the relation between the object through ontology. Once the heritage items are identified the quality and the quantity of collected data and metadata are to be evaluated.Metadata is very important for discovering and searching a particular item.Learn more in: Use of ICT and Digital Technology to Conserve India's Cultural Heritage: Possibilities of Implementation With Reference to Agra Fort",metadata data data describes particular set data collected data formatted metadata represented information information indicate properties specific item essential component information system enables context data content understand relation object ontology heritage items identified quality quantity collected data metadata evaluated metadata important discovering searching particular item,Metadata_68
1047,1203,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data information (table names, attribute names, data types, primary keys, relationships, comments).Learn more in: Human Digital Transformation Readiness: Integrate Data Into the Mindset and Decision-Making Processes",data information table names attribute names data types primary keys relationships comments,Metadata_69
1048,1204,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data used to describe a learning object in ways that a computer or computer system can read and work with.Learn more in: Evaluating Large-Scale European LO Production, Distribution, and Use",data used describe learning object ways computer computer system can read work,Metadata_70
1049,1205,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"According to the ISO (International Organization for Standardization) standard, it is defined as data that define and describe other data and processes.Learn more in: Statistical Dissemination Systems and the Web",according iso international organization standardization standard defined data define describe data processes,Metadata_71
1050,1206,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Structured, encoded data that describe characteristics of an object.Learn more in: Standardization in Learning Technology",structured encoded data describe characteristics object,Metadata_72
1051,1207,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"This is background data that is used to assist in the reuse, the classification, and the recording of the intellectual property details of learning material. Learning object metadata can be encoded in either XML or RDF formats.Learn more in: Educational Technology Standards in Focus",background data used assist reuse classification recording intellectual property details learning material learning object metadata can encoded either xml rdf formats,Metadata_73
1052,1208,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"May be understood as data describing data, resources or multimedia content.Learn more in: Production, Publication, and Use of Educational Multimedia Content in Brazil: Challenges and Opportunities in Real World Technology Projects",may understood data describing data resources multimedia content,Metadata_74
1053,1209,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"(meta data, or sometimes meta-information) is a??data about dataa??, of any sort in any media. An item of metadata may describe an individual datum, or content item, or a collection of data including multiple content items. The word meta comes from the Greek, where it means a??aftera?? or a??beyonda??. In epistemology, the word means a??about (its own category)a??; thus metadata is a??data about the dataa??. Metadata is used to facilitate the understanding, characteristics, and management usage of data. The metadata required for effective data management varies with the type of data and context of use. In a library, where the data is the content of the titles stocked, metadata about a title would typically include a description of the content, the author, the publication date and the physical location.Learn more in: Accessing Grid Metadata through a Web Interface",meta data sometimes meta information data data sort media item metadata may describe individual datum content item collection data including multiple content items word meta comes greek means beyond epistemology word means category thus metadata data data metadata used facilitate understanding characteristics management usage data metadata required effective data management varies type data context use library data content titles stocked metadata title typically include description content author publication date physical location,Metadata_75
1054,1210,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data that are used to describe other data. For example, FirstName is metadata that describes a given set of data, the first names of individuals, within a Person table.Learn more in: Integrating Heterogeneous Data for Big Data Analysis",data used describe data example firstname metadata describes given set data first names individuals within person table,Metadata_76
1055,1211,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Information that characterizes other information, such as when a document or image was created, who created it and other information unique to the creation and existence of that data set; metadata in computer data is often embedded a??behinda?? the original data and can be retrieved when needed.Learn more in: Integrating Digital Photography into Adult Education",information characterizes information document image created created information unique creation existence data set metadata computer data often embedded behind original data can retrieved needed,Metadata_77
1056,1212,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Information about data, which can be used to comprehend, use, and manage data.Learn more in: Ontologies for Education and Learning Design",information data can used comprehend use manage data,Metadata_78
1057,1213,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"In corpus linguistics, the information about a corpus and about the constituent texts is known as metadata. Metadata will typically include information about when and by whom a corpus was created, the sampling strategy which was applied to compile the corpus, and information about the texts in the corpus, such as title, author and date of publication. Metadata may be in separate documentation files, or may be inserted in the corpus text files in the form of headers.Learn more in: Sharing Corpus Resources in Language Learning",corpus linguistics information corpus constituent texts known metadata metadata will typically include information corpus created sampling strategy applied compile corpus information texts corpus title author date publication metadata may separate documentation files may inserted corpus text files form headers,Metadata_79
1058,1214,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"In the e-learning context, the set of data describing a resource.Learn more in: Standards in Asynchronous E-Learning Systems",e learning context set data describing resource,Metadata_80
1059,1215,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data about data, used to facilitate the understanding, use, and management of data.Learn more in: Design and Implementation of a Mobile and Portable Lifelog Media System",data data used facilitate understanding use management data,Metadata_81
1060,1216,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data describing the content from the viewpoint of humans or computers. Metadata may describe the domain in which content is used, as well as collections, classes, units or processable portions of the content and content instances. Metadata enables content search, classification, and processing. Whereas humans may use and interpret metadata about documents, the metadata about the small units of content is primarily meant for computerized manipulation of content.Learn more in: Managing Converging Content in Organizations",data describing content viewpoint humans computers metadata may describe domain content used well collections classes units processable portions content content instances metadata enables content search classification processing whereas humans may use interpret metadata documents metadata small units content primarily meant computerized manipulation content,Metadata_82
1061,1217,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata are data about data. A simple example is the label on a box, which tells a??abouta?? the content. Metadata used to belong just to the cultural domain of librarians but, since the Web, search engines and the a??open knowledgea?? movement, it has become a concept much more widely known. Metadata are vital to retrieve data from repositories, namely the Web and are necessary to associate meaning (i.e., knowledge) to information. There are, unfortunately, many standards pretending to regulate metadata creation for digital content. One of a few to have some status is IEEE LOM (learning object metadata) ( more in: From Knowledge to Personal Knowledge Management",metadata data data simple example label box tells content metadata used belong just cultural domain librarians since web search nes open knowl movement become concept much widely known metadata vital retrieve data repositories namely web necessary associate meaning e knowl information unfortunately many standards pretending regulate metadata creation digital content one status ieee lom learning object metadata http ltsc ieee org wg,Metadata_83
1062,1218,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"The information in a HTML or XML document held inside a tag, for example Kate Learn more in: A Common Sense Approach to Interoperability",information html xml document held inside tag example kate,Metadata_84
1063,1219,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"This is data or information about data. This could be who wrote something, the date it was published, where, and so forth (Wikipedia, 2007e AU19: The in-text citation &quot;Wikipedia, 2007e&quot; is not in the reference list. Please correct the citation, add the reference to the list, or delete the citation. ).Learn more in: Knowledge Transfer and Marketing in Second Life",data information data wrote something date published forth au text citation quot wikipedia e quot reference list please correct citation add reference list delete citation,Metadata_85
1064,1220,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data that describe other data. Generally, a set of metadata describes a single set of data, called a resource.Learn more in: OWL: Web Ontology Language",data describe data generally set metadata describes single set data called resource,Metadata_86
1065,1221,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is data about data, structured data about a resource that represents a tangible or non-tangible thing. A thing is anything that one wants to describe: it can be a real object such a book or a conceptual entity such as a service.Learn more in: E-Commerce and the Web of Data",metadata data data structured data resource represents tangible non tangible thing thing anything one wants describe can real object book conceptual entity service,Metadata_87
1066,1222,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data assigned for the description of information and knowledge. Social-semantic software uses several types of metadata such as: tags, labels, folders and tags.Learn more in: ECHO: A Layered Model for the Design of a Context-Aware Learning Experience",data assigned description information knowl social semantic software uses several types metadata tags labels folders tags,Metadata_88
1067,1223,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Part of the content aggregation model in SCORM. It is used to tag leaning object content for ease of retrieval and maximum reuse. Learning object metadata can include different types of information that are objective and subjective. Objective data are factual data including title, author, version, costs, technical requirements, and date created. Subjective data are determined by individuals who create the objects, and include such things as educational intent, competencies, learning styles, and user opinions.Learn more in: Sharable Learning Objects",part content aggregation model scorm used tag leaning object content ease retrieval maximum reuse learning object metadata can include different types information objective subjective objective data factual data including title author version costs technical requirements date created subjective data determined individuals create objects include things educational intent competencies learning styles user opinions,Metadata_89
1068,1224,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,Metadata is structured or descriptive information about a document. Metadata can be created by the document creator or by a cataloger.Learn more in: New Roles of Digital Libraries,metadata structured descriptive information document metadata can created document creator cataloger,Metadata_90
1069,1225,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,A set of data that describes and gives information about other data.Learn more in: 3D Reconstruction for the Interpretation of Partly Lost or Never Accomplished Architectural Heritage,set data describes gives information data,Metadata_91
1070,1226,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is essentially data that describes data. In a learning object library, a database of metadata is used to a??taga?? each learning object for subsequent retrieval.Learn more in: Applying Learning Object Libraries in K-12 Settings",metadata essentially data describes data learning object library database metadata used tag learning object subsequent retrieval,Metadata_92
1071,1227,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Information describing another data object such as its size, format, or description.Learn more in: Exploiting Captions for Multimedia Data Mining",information describing another data object size format description,Metadata_93
1072,1228,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,Coded information about a learning object that aims to describe and manage them in the learning object repository.Learn more in: Learning Object Evaluation,coded information learning object aims describe manage learning object repository,Metadata_94
1073,1229,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,Structured data that provides basic description of other data.Learn more in: Opportunities for Adopting Open Research Data in Learning Analytics,structured data provides basic description data,Metadata_95
1074,1230,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Data about data, containing semantic information describing its source, structure and interpretation.Learn more in: Politically Oriented Database Applications",data data containing semantic information describing source structure interpretation,Metadata_96
1075,1231,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"A format that provides data regarding data, such as a bibliographic record that includes data about the author, title, date, information about the work, etc.Learn more in: Blockchain and the Research Libraries: Expanding Interlibrary Loan and Protecting Privacy",format provides data regarding data bibliographic record includes data author title date information work etc,Metadata_97
1076,1232,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Definitions and attributes of information elements, such as concepts and properties of concepts.Learn more in: Co-ordination and Specialisation of Semantics in a B2B Relation",definitions attributes information elements concepts properties concepts,Metadata_98
1077,1233,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,"Metadata is data about data, or information about information. Metadata are documentation about documents and objects; they describe resources, indicate where they are located, and outline what is required in order to use them successfully. Metadata are data associated with objects which relieves their potential users of having to have full advanced knowledge of their existence or characteristics. Metadata are data that describe attributes of a resource, characterize its relationships, support its discovery and effective use, and exists in an electronic environment.Learn more in: From Digital Archives to Virtual Exhibitions",metadata data data information information metadata documentation documents objects describe resources indicate located outline required order use successfully metadata data associated objects relieves potential users full advanced knowl existence characteristics metadata data describe attributes resource characterize relationships support discovery effective use exists electronic environment,Metadata_99
1078,1234,forrt_127,Metadata,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/metadata/18431,Data about DataLearn more in: Integrating Data Management and Collaborative Sharing with Computational Science Research Processes,data data,Metadata_100
1079,1235,forrt_127,Metadata,wiktionary,online_dict,30/3/2022,https://en.wiktionary.org/wiki/metadata,"Data that describes other data, serving as an informative label.",data describes data serving informative label,Metadata_101
1080,1236,forrt_127,Metadata,wiktionary,online_dict,30/3/2022,https://en.wiktionary.org/wiki/metadata,"Structured information about a file (date created, creator, software used to create, last modified, file format, file fingerprint, etc).",structured information file date created creator software used create last modified file format file fingerprint etc,Metadata_102
1081,1237,forrt_128,Meta-science or Meta-research,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/meta-science-or-meta-research/,"The scientific study of science itself with the aim to describe, explain, evaluate and/or improve scientific practices. Meta-science typically investigates scientific methods, analyses, the reporting and evaluation of data, the reproducibility and replicability of research results, and research incentives.",scientific study science aim describe explain evaluate improve scientific practices meta science typically investigates scientific methods analyses reporting evaluation data reproducibility replicability research results research incentives,Meta-science or Meta-research_1
1082,1238,forrt_128,Meta-science or Meta-research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/meta-research/105106,A research that uses the methods of science to study science itself.Learn more in: Virtual Reality: The Groundbreaking Smart Technology for the Tourism and Service Industry,research uses methods science study science,Meta-science or Meta-research_2
1083,1239,forrt_128,Meta-science or Meta-research,wiktionary,online_dict,30/3/2022,https://en.wiktionary.org/wiki/metascience,The use of scientific methodology to study science itself with the goal of improving the quality and efficiency of research,use scientific methodology study science thal improving quality efficiency research,Meta-science or Meta-research_3
1084,1240,forrt_129,Model (computational),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/model-computational/,"Computational models aim to mathematically translate the phenomena under study to better understand, communicate and predict complex behaviours.",computational models aim mathematically translate phenomena study better understand communicate predict complex behaviours,Model (computational)_1
1085,1241,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-model/38696,A mathematical model in computational science that requires extensive computational resources to study the behavior of a complex system by computer simulation.Learn more in: Computer Simulation of the Aerodisperse Systems Hydrodynamics in Granulation and Drying Apparatus,mathematical model computational science requires extensive computational resources study behavior complex system computer simulation,Model (computational)_2
1086,1242,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-model/38696,A simplification of a real system that can be analytically understood and/or run as a computer simulation.Learn more in: Competitive Advantage of Geographical Clusters,simplification real system can analytically understood run computer simulation,Model (computational)_3
1087,1243,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-model/38696,A mathematical model in computational science that requires extensive computational resources to study the behaviour of a complex system by computer simulation.Learn more in: Modeling of the Aerodisperse Systems Hydrodynamics in Devices With Directional Motion of the Fluidized Bed,mathematical model computational science requires extensive computational resources study behaviour complex system computer simulation,Model (computational)_4
1088,1244,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-model/38696,"A mathematical model that simulates the behavior of a complex system based on knowledge of that system.Learn more in: Pharmacokinetics of Polymeric Nanoparticles at Whole Body, Organ, Cell, and Molecule Levels",mathematical model simulates behavior complex system based knowl system,Model (computational)_5
1089,1245,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-model/38696,A model composed of computable representations and processes that when run for some given set of inputs generates behavior associated with the system being modeled.Learn more in: Behavioral Modeling,model composed computable representations processes run somven set inputs generates behavior associated system modeled,Model (computational)_6
1090,1246,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-models/4989,A computational model is a computer program that attempts to simulate a particular natural system or subsystem.Learn more in: Artificial Surprise,computational model computer program attempts simulate particular natural system subsystem,Model (computational)_7
1091,1247,forrt_129,Model (computational),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/computational-models/4990,Abstract representations for investigating computing machines. Standard computational models assume a discrete time paradigm. A mathematical object representing a question that computers might be able to solve.Learn more in: Designing a Computational Model of Learning,abstract representations investigating computing machines standard computational models assume discrete time paradigm mathematical object representing question computers might able solve,Model (computational)_8
1092,1248,forrt_129,Model (computational),wiktionary,online_dict,30/3/2022,https://en.wiktionary.org/wiki/computational_model,a computer model,computer model,Model (computational)_9
1093,1249,forrt_130,Model (philosophy),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/model-philosophy/,"The process by which a verbal description is formalised to remove ambiguity, while also constraining the dimensions a theory can span. The model is thus data derived. a??Many scientific models are representational models: they represent a selected part or aspect of the world, which is the modela??s target systema?? (Frigg & Hartman, 2020).",process verbal description formalised remove ambiguity also constraining dimensions theory can span model thus data derived many scientific models representational models represent selected part aspect world model s target system frigg hartman,Model (philosophy)_1
1094,1252,forrt_131,Model (statistical),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/model-statistical/,"A mathematical representation of observed data that aims to reflect the population under study, allowing for the better understanding of the phenomenon of interest, identification of relationships among variables and predictions about future instances. A classic example would be the application of Chi square to understand the relationship between smoking and cancer (Doll & Hill, 1954).",mathematical representation observed data aims reflect population study allowing better understanding phenomenon interest identification relationships among variables predictions future instances classic example application chi square understand relationship smoking cancer doll hill,Model (statistical)_1
1095,1253,forrt_131,Model (statistical),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/statistical-model/28236,"A statistical model embodies a set of assumptions concerning the generation of the observed data, and similar data from a larger population. A model represents, often in considerably idealized form, the data-generating process.Learn more in: Trimming Safety Stock: Empirically, Realizing Working Capital Gains",statistical model embodies set assumptions concerning thneration observed data similar data larger population model represents often considerably idealized form data generating process,Model (statistical)_2
1096,1254,forrt_131,Model (statistical),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/statistical-model/28236,The statistical model is a mathematical model for formalizing the relations between variables in the form of mathematical equations.Learn more in: Investigation of Alcohol Consumption Determinants in Turkey With Multinomial Probit Model,statistical model mathematical model formalizing relations variables form mathematical equations,Model (statistical)_3
1097,1255,forrt_131,Model (statistical),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/statistical-model/28236,"A statistical model is a mathematical model that embodies a set of statistical assumptions concerning the generation of sample data. A statistical model represents, often in considerably idealized form, the data-generating process.Learn more in: Predictive Modelling for Future Technology Development",statistical model mathematical model embodies set statistical assumptions concerning thneration sample data statistical model represents often considerably idealized form data generating process,Model (statistical)_4
1098,1256,forrt_131,Model (statistical),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/statistical-model/28236,A statistical model is an interpretation that uses variables and equations to show mathematical relationships.Learn more in: Using Statistical Models and Evolutionary Algorithms in Algorithmic Music Composition,statistical model interpretation uses variables equations show mathematical relationships,Model (statistical)_5
1099,1257,forrt_131,Model (statistical),IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/statistical-model/28236,"mathematical function that models the statistical structure of the problem. For classification problems, the statistical model is or equivalently {, } sinceLearn more in: Class Prediction in Test Sets with Shifted Distributions",mathematical function models statistical structure problem classification problems statistical model equivalently since,Model (statistical)_6
